Name,Date of Birth,Height,Position,Points per Set,Aces per Set,Blocks per Set,Reception Percentage,Attack Percentage,volleybox,Nationality,League Site
Radic Dejan,N/A,200cm,Middle-blocker,2.94(200/68),0.03(2/68),0.75(51/68),N/A,61%(147/242),https://volleybox.net/dejan-radic-p995,N/A,N/A
Höhne Björn,27/03/1991,193cm,Wing Spiker,2.94(300/102),0.17(17/102),0.32(33/102),58%(373/643),43%(250/577),https://volleybox.net/bjorn-hohne-p348,GER,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=6996&ID=50
Urueña Daniel,26/11/1997,202cm,Middle-blocker,2.89(26/9),0.11(1/9),0.56(5/9),N/A,74%(20/27),https://volleybox.net/daniel-uruena-p25707,PER,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=12671&ID=50
Caviezel Ramon,09/09/1998,198cm,Wing Spiker,2.43(17/7),0(0/7),0.18(11/60),71%(37/52),35%(15/43),https://volleybox.net/ramon-caviezel-p42433,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4506&ID=50
Taylor-Parks Samuel,11/03/1997,N/A,Middle Blocker,2.77(266/96),0.11(11/96),0.52(50/96),N/A,61%(205/336), ,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=383&PlayerID=12521&ID=50
Mejia Ararat Leandro Jose,08/11/1996,200cm,Middle Blocker,2.48(186/75),0.08(6/75),0.73(55/75),N/A,N/A,https://volleybox.net/leandro-mejia-p12999,COL,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=378&PlayerID=12503&ID=50
Margot Simon,07/06/2001,200cm,Opposite,0(0/1),0(0/1),0(0/1),N/A,39%(103/266),https://volleybox.net/simon-margot-p63564,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4540&ID=50
von Burg Mischa,24/05/1997,198cm,Middle Blocker,2.47(245/99),0.28(28/99),0.44(44/99),N/A,57%(173/301),https://volleybox.net/mischa-von-burg-p26198,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=5391&ID=50
Lengweiler Alexander,20/06/2001,N/A,Middle Blocker,2.45(206/84),0.05(4/84),0.65(55/84),N/A,55%(147/268), ,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=400&PlayerID=4486&ID=50
Beeler Nico,03/03/1993,190cm,Wing Spiker,2.43(170/70),0.13(9/70),0.17(12/70),65%(192/297),42%(149/351),https://volleybox.net/nico-beeler-p5466,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=378&PlayerID=280&ID=50
Kolb Cyril,N/A,191cm,Outside Hitter,2.43(211/87),0.37(32/87),0.26(23/87),64%(281/438),43%(156/367),https://volleybox.net/cyril-kolb-p54826,N/A,N/A
Poffet Baptiste,N/A,196cm,Opposite,2.42(46/19),0.21(4/19),0.11(2/19),N/A,34%(40/116),https://volleybox.net/baptiste-poffet-p42191,N/A,N/A
Migge Lars,28/05/2004,198cm,Wing Spiker,2.38(174/73),0.08(6/73),0.14(10/73),49%(158/322),38%(158/416),https://volleybox.net/lars-migge-p85646,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=5423&ID=50
Zandbergen Michiel,08/07/1995,197cm,Outside Hitter,2(90/45),0.02(1/45),0.16(7/45),62%(26/42),39%(11/28),https://volleybox.net/michiel-zandbergen-p28192,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=398&PlayerID=2301&ID=50
Johann Rammé Felipi,23/05/1997,N/A,-,2.33(21/9),0.33(3/9),0.11(1/9),68%(27/40),34%(17/50), ,BRA,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=12670&ID=50
Zerika Karim,02/12/1996,199cm,Middle Blocker,2.33(200/86),0.21(18/86),0.55(47/86),N/A,N/A,https://volleybox.net/karim-zerika-p7140,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=4334&ID=50
Verissimo Allan,26/06/1990,190cm,Wing Spiker,2.23(58/26),0.31(8/26),0.19(5/26),70%(67/96),35%(45/129),https://volleybox.net/allan-verissimo-p5601,BRA,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=12606&ID=50
Hatch John,12/02/1996,189cm,Outside Hitter,2.22(51/23),0.17(4/23),0.04(1/23),67%(69/103),40%(46/114),https://volleybox.net/john-hatch-p27774,USA,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=12639&ID=50
Fall Serigne Ngagne,12/04/1995,206cm,Middle-blocker,2.2(132/60),0.15(9/60),0.65(39/60),N/A,N/A,https://volleybox.net/serigne-fall-p42641,SEN,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=400&PlayerID=12657&ID=50
Conconi Silvano,24/06/2001,188cm,Wing Spiker,0.83(5/6),0(0/6),0.2(10/49),55%(12/22),42%(93/220),https://volleybox.net/silvano-conconi-p63703,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4624&ID=50
Nikolov Risto,N/A,202cm,Middle-blocker,2.05(152/74),0.15(11/74),0.82(61/74),N/A,N/A,https://volleybox.net/risto-nikolov-p30445,N/A,N/A
Maag Simon,22/08/2001,201cm,Middle Blocker,1.62(13/8),0.1(6/63),0.38(3/8),N/A,N/A,https://volleybox.net/simon-maag-p63562,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=5718&ID=50
Imhoff Facundo,25/01/1989,202cm,Middle Blocker,1.97(114/58),0.09(5/58),0.43(25/58),N/A,N/A,https://volleybox.net/facundo-imhoff-p2343,ARG,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=12219&ID=50
Lubina Dominik,17/10/2000,193cm,Opposite,1.89(34/18),N/A,0.06(1/18),N/A,44%(33/75),https://volleybox.net/dominik-lubina-p99139,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=400&PlayerID=12647&ID=50
Simonin Ludvik,09/02/1994,193cm,Wing Spiker,1.81(47/26),0.08(2/26),0.42(11/26),53%(95/179),43%(34/80),https://volleybox.net/ludvik-simonin-p63743,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=1230&ID=50
Licka Florian,09/05/2003,193cm,Opposite,1.79(50/28),0.04(1/28),0.14(4/28),N/A,36%(45/125),https://volleybox.net/florian-licka-p65178,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4548&ID=50
Müller Luca,N/A,188cm,Outside Hitter,1.74(127/73),0.12(9/73),0.16(12/73),65%(196/302),37%(107/289),https://volleybox.net/luca-muller-p42434,N/A,N/A
Djokic Jovan,21/12/1993,190cm,Wing Spiker,1.73(97/56),0.11(6/56),0.11(6/56),61%(175/289),44%(85/194),https://volleybox.net/jovan-djokic-p13520,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=1211&ID=50
Pascal Raphaël,19/08/1996,198cm,Middle Blocker,1.71(94/55),0.16(9/55),0.65(36/55),N/A,N/A,https://volleybox.net/raphael-pascal-p17319,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=12607&ID=50
Pittet Florian,01/02/1999,189cm,Wing Spiker,1.67(72/43),0.09(4/43),0.05(2/43),78%(173/223),39%(66/171),https://volleybox.net/florian-pittet-p57281,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=4316&ID=50
Rodríguez López Jonathan Daniel,16/09/1997,198cm,Middle Blocker,1.65(160/97),0.02(2/97),0.31(30/97),N/A,N/A,https://volleybox.net/jonathan-rodriguez-p17246,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=383&PlayerID=12522&ID=50
Birchler Linus,04/03/1998,205cm,Middle Blocker,0.88(7/8),0(0/8),0.25(2/8),N/A,N/A,https://volleybox.net/linus-birchler-p63561,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4980&ID=50
Süess Nico,N/A,194cm,Outside Hitter,1.55(62/40),0.18(7/40),0.15(6/40),55%(81/147),37%(49/132),https://volleybox.net/nico-suess-p26470,N/A,N/A
Blazej Podlesny,13/09/1995,190cm,Setter,1.52(122/80),0.65(52/80),0.38(30/80),N/A,N/A,https://volleybox.net/blazej-podlesny-p6518,POL,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=378&PlayerID=12517&ID=50
Ouyachi Hamza,16/07/2000,208cm,Middle Blocker,1.41(76/54),0.07(4/54),0.46(25/54),N/A,N/A,https://volleybox.net/hamza-ouyachi-p42053,MAR,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=12566&ID=50
Thuner Gian-Luca,N/A,203cm,Middle-blocker,1.38(36/26),0.08(2/26),0.58(15/26),N/A,N/A,https://volleybox.net/gian-luca-thuner-p66724,N/A,N/A
Zeller Quentin,29/03/1994,200cm,Outside Hitter,1.25(5/4),0(0/4),0(0/4),43%(10/23),N/A,https://volleybox.net/quentin-zeller-p26468,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=1206&ID=50
Harksen Peer,N/A,194cm,Setter,1.24(104/84),0.29(24/84),0.31(26/84),N/A,N/A,https://volleybox.net/peer-harksen-p5292,N/A,N/A
Abramov Denis,N/A,195cm,Outside Hitter,1.08(28/26),0.08(2/26),0.15(4/26),50%(87/174),N/A,https://volleybox.net/denis-abramov-p57282,N/A,N/A
Kistler Tobias,29/04/2001,184cm,Wing Spiker,0(0/1),0(0/1),0(0/1),N/A,N/A,https://volleybox.net/tobias-kistler-p63563,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=398&PlayerID=4539&ID=50
Alessandrini Manuel,20/07/2000,193cm,Middle Blocker,1.03(33/32),N/A,0.12(4/32),N/A,N/A,https://volleybox.net/manuel-alessandrini-p99138,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=400&PlayerID=4618&ID=50
Bolli Moritz,10/04/1990,194cm,Middle Blocker,1(11/11),0(0/11),0.64(7/11),N/A,N/A,https://volleybox.net/moritz-bolli-p63576,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=6122&ID=50
Clement Noël,12/07/2003,191cm,Middle Blocker,1(11/11),0.18(2/11),0.18(2/11),N/A,N/A,https://volleybox.net/noel-clement-p65173,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=398&PlayerID=5432&ID=50
Bayet Tim,22/09/2002,195cm,Middle-blocker,1(14/14),0(0/14),0.29(4/14),N/A,N/A,https://volleybox.net/tim-bayet-p119596,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=6593&ID=50
Aebli David,N/A,194cm,Outside Hitter,0.92(11/12),0.08(1/12),0.08(1/12),N/A,N/A,https://volleybox.net/david-aebli-p63573,N/A,N/A
Schedl Maximillian,01/01/2001,N/A,Opposite,0.91(32/35),N/A,0.2(7/35),N/A,N/A, ,AUT,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=12221&ID=50
Giger Reto Severin,N/A,194cm,Setter,0.89(87/98),0.29(28/98),0.36(35/98),N/A,N/A,https://volleybox.net/reto-giger-p4264,N/A,N/A
Rueff Alexis,N/A,193cm,Middle-blocker,0.88(15/17),N/A,0.35(6/17),N/A,N/A,https://volleybox.net/alexis-rueff-p57352,N/A,N/A
Traagstad Stig Döös,N/A,190cm,Outside Hitter,0.85(22/26),0.08(2/26),0.15(4/26),N/A,N/A,https://volleybox.net/stig-doos-traagstad-p57359,N/A,N/A
Gerson Mirco,N/A,N/A,N/A,0.84(74/88),0.14(12/88),0.06(5/88),61%(198/322),N/A, ,N/A,N/A
Eccher Mattia,11/04/2003,201cm,Middle Blocker,0.79(33/42),0.05(2/42),0.17(7/42),N/A,N/A,https://volleybox.net/mattia-eccher-p82063,ITA,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=12580&ID=50
Broch Nathan,N/A,196cm,Outside Hitter,0.78(46/59),0.07(4/59),0.07(4/59),N/A,N/A,https://volleybox.net/nathan-broch-p53443,N/A,N/A
Gniecki Igor,16/04/2002,196cm,Setter,0.75(36/48),0.25(2/8),0.12(1/8),N/A,N/A,https://volleybox.net/igor-gniecki-p66210,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=398&PlayerID=12598&ID=50
Rey Robin,03/02/1997,183cm,Setter,0.62(45/73),0.19(14/73),0.18(13/73),N/A,N/A,https://volleybox.net/robin-rey-p48202,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=4318&ID=50
Finschi Curdin,04/09/2000,N/A,Setter,0.58(31/53),0(0/6),0(0/6),N/A,N/A,https://volleybox.net/curdin-finschi-p73975,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4516&ID=50
Lauener Dominic,27/06/2004,200cm,Middle Blocker,0(0/1),0(0/13),0(0/1),N/A,N/A,https://volleybox.net/dominic-lauener-p77608,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=398&PlayerID=12599&ID=50
von Birckhahn Michel,12/08/2004,185cm,Setter,0.5(3/6),0.17(1/6),N/A,N/A,N/A,https://volleybox.net/michel-von-birckhahn-p119603,GER,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=6223&ID=50
Messerli Jan,23/01/1998,186cm,Middle Blocker,0.5(9/18),N/A,0.11(2/18),48%(30/63),N/A,https://volleybox.net/jan-messerli-p63697,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=4449&ID=50
Leitis Velss,07/11/2002,198cm,Opposite,0.5(11/22),N/A,0.05(1/22),N/A,N/A,https://volleybox.net/velss-leitis-p94039,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=383&PlayerID=8897&ID=50
Heinzelmann Joël,N/A,194cm,Outside Hitter,0.49(19/39),0.03(1/39),0.03(1/39),N/A,N/A,https://volleybox.net/joel-heinzelmann-p74538,N/A,N/A
Ulrich Lars,N/A,197cm,Setter,0.46(25/54),0.09(5/54),0.28(15/54),N/A,N/A,https://volleybox.net/lars-ulrich-p57358,N/A,N/A
Egger Fabrice,30/09/2001,N/A,Setter,0.4(12/30),0.17(5/30),0.2(6/30),N/A,N/A, ,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=5419&ID=50
Filippov Dmytro,04/12/1990,N/A,Setter,0.39(29/75),0.09(7/75),0.13(10/75),N/A,N/A, ,GRE,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=11363&ID=50
Nasibullin Georgiy,06/03/1988,191cm,Opposite,0.33(2/6),0(0/6),N/A,N/A,N/A,https://volleybox.net/georgiy-nasibullin-p7080,UKR,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=233&ID=50
Ineichen Lucas,N/A,N/A,N/A,0.28(17/60),0.03(2/60),0.08(5/60),N/A,N/A, ,N/A,N/A
Charpilloz Yves,04/06/2001,182cm,Setter,0.25(2/8),0(0/8),N/A,N/A,N/A,https://volleybox.net/yves-charpilloz-p70614,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=400&PlayerID=6041&ID=50
Schmid Roy Alexander,N/A,188cm,Middle-blocker,0.22(15/67),0.09(6/67),0.04(3/67),N/A,N/A,https://volleybox.net/roy-schmid-p64194,N/A,N/A
Jucker Mathis,31/01/1998,185cm,Setter,0.22(15/69),0.1(7/69),0.1(7/69),N/A,N/A,https://volleybox.net/mathis-jucker-p26201,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=379&PlayerID=4357&ID=50
Weber Luca,01/11/1998,188cm,Setter,0.2(1/5),0.2(1/5),0(0/5),N/A,N/A,https://volleybox.net/luca-weber-p42431,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=8949&ID=50
Lienhard Robin,12/04/2001,199cm,Opposite,0.11(5/44),0.05(2/44),N/A,N/A,N/A,https://volleybox.net/robin-lienhard-p66723,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=378&PlayerID=10876&ID=50
Moser Tobias Dominic,19/07/2001,186cm,Setter,0.07(1/14),0.07(1/14),N/A,N/A,N/A,https://volleybox.net/tobias-moser-p61574,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=383&PlayerID=5389&ID=50
Gygli Marco,N/A,183cm,Setter,0.03(1/29),N/A,0.03(1/29),N/A,N/A,https://volleybox.net/marco-gygli-p63571,N/A,N/A
Schneider Tim,24/03/2003,195cm,Outside Hitter,0(0/1),0(0/1),0(0/1),71%(5/7),N/A,https://volleybox.net/tim-schneider-p119597,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=6029&ID=50
Voth Christopher,27/09/1990,N/A,Wing Spiker,N/A,0(0/1),0(0/1),N/A,N/A, ,CAN,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=386&PlayerID=12568&ID=50
Zaugg Nolan,23/11/2004,185cm,Setter,N/A,0(0/1),0(0/1),71%(5/7),N/A,https://volleybox.net/nolan-zaugg-p70814,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=11415&ID=50
Favre Anthony,13/05/2004,183cm,Libero,N/A,0(0/2),0(0/2),71%(5/7),N/A,https://volleybox.net/anthony-favre-p70819,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=381&PlayerID=10753&ID=50
Schmid Jonas,25/03/2003,178cm,Libero,N/A,0(0/3),0(0/3),27%(3/11),N/A,https://volleybox.net/jonas-schmid-p65183,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=398&PlayerID=4549&ID=50
Blaser Samuel,24/08/1999,184cm,Libero,N/A,0(0/5),0(0/5),76%(148/194),N/A,https://volleybox.net/samuel-blaser-p63560,SUI,https://swi-web.dataproject.com/PlayerDetails.aspx?TeamID=399&PlayerID=4513&ID=50
Linares  José Luis,15/05/1998,192cm,Opposite,5.12(425/83),0.41(34/83),0.3(25/83),N/A,47%(366/785),https://volleybox.net/jose-luis-linares-p33007,ARG,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=923&PlayerID=7156&ID=111
Moreno Mosquera Juan Pablo,11/11/1997,196cm,Opposite,5.07(553/109),0.59(64/109),0.37(40/109),0%(0/1),46%(449/982),https://volleybox.net/juan-pablo-moreno-p5018,COL,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=915&PlayerID=7371&ID=111
De Melo Rodrigo Roberto,N/A,N/A,N/A,4.98(498/100),0.34(34/100),0.22(22/100),N/A,50%(442/891), ,N/A,N/A
Del Carmen Barbara  Gabriel,27/02/1994,191cm,Wing-spiker,4.79(292/61),0.39(24/61),0.33(20/61),65%(201/310),39%(248/634),https://volleybox.net/gabriel-del-carmen-barbara-p12149,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=925&PlayerID=1443&ID=111
Peemuller Richard Willi,08/02/1998,199cm,Opposite,4.67(140/30),0.23(7/30),0.47(14/30),100%(2/2),34%(119/346),https://volleybox.net/richard-peemuller-p28355,GER,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=908&PlayerID=9323&ID=111
Nogueira Amorim Víctor Lucas,29/06/1997,N/A,Opposite,4.45(409/92),0.36(33/92),0.32(29/92),33%(4/12),47%(347/735), ,BRA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=928&PlayerID=8655&ID=111
Ferreira Marco,04/10/1987,203cm,Opposite,4.27(354/83),0.27(22/83),0.45(37/83),0%(0/4),45%(295/656),https://volleybox.net/marco-ferreira-p969,POR,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=918&PlayerID=8821&ID=111
Vargas Pelegrin,31/07/1998,193cm,Wing-spiker,4.16(445/107),0.35(37/107),0.36(39/107),59%(354/597),50%(369/739),https://volleybox.net/pelegrin-vargas-p25527,PUR,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=915&PlayerID=8714&ID=111
Zonca Paolo,13/05/1997,196cm,Wing-spiker,4.16(374/90),0.73(66/90),0.51(46/90),57%(288/509),55%(263/481),https://volleybox.net/paolo-zonca-p6596,ITA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=926&PlayerID=4753&ID=111
Luengas Ignacio Agustín,28/01/1996,204cm,Wing-spiker,4.1(381/93),0.32(30/93),0.31(29/93),66%(277/421),50%(322/640),https://volleybox.net/ignacio-luengas-p6559,ARG,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=912&PlayerID=8120&ID=111
Escobar Silvaa Yadrián,12/07/1988,N/A,Opposite,4.05(324/80),0.34(27/80),0.21(17/80),0%(0/2),50%(280/561), ,CUB,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=926&PlayerID=8097&ID=111
Martina Federico,01/11/1992,202cm,Opposite,4.01(369/92),0.09(8/92),0.29(27/92),66%(4/6),46%(334/730),https://volleybox.net/federico-martina-p3576,ARG,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=912&PlayerID=7440&ID=111
Monfort Minaya Javier,30/07/1990,194cm,Wing-spiker,3.97(365/92),0.32(29/92),0.4(37/92),60%(326/545),43%(299/694),https://volleybox.net/javier-monfort-minaya-p6668,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=928&PlayerID=1931&ID=111
Filter Albrecht Caetano,22/09/1995,192cm,Wing-spiker,3.88(163/42),0.4(17/42),0.31(13/42),63%(162/259),43%(133/307),https://volleybox.net/caetano-filter-p7373,BRA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=927&PlayerID=6843&ID=111
Rodríguez Pérez Víctor,21/09/1998,201cm,Wing-spiker,3.86(320/83),0.31(26/83),0.37(31/83),55%(288/527),47%(263/554),https://volleybox.net/victor-rodriguez-perez-p11701,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=918&PlayerID=2120&ID=111
Cairus Renzo,12/03/1990,193cm,Wing-spiker,3.83(318/83),0.14(12/83),0.3(25/83),70%(322/461),41%(281/678),https://volleybox.net/renzo-cairus-p11662,URU,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=907&PlayerID=4990&ID=111
Rattray Brandon,22/03/1998,195cm,Opposite,3.82(126/33),0.39(13/33),0.24(8/33),100%(4/4),52%(105/201),https://volleybox.net/brandon-rattray-p26485,USA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=926&PlayerID=7406&ID=111
Marcarini Raphael,12/01/1997,203cm,Wing-spiker,3.67(235/64),0.3(19/64),0.42(27/64),55%(272/492),40%(189/469),https://volleybox.net/raphael-marcarini-p8310,BRA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=908&PlayerID=8927&ID=111
Salerno Aguirre Hector Leonardo Javier,18/06/1991,197cm,Wing-spiker,3.66(216/59),0.34(20/59),0.32(19/59),64%(229/356),44%(177/401),https://volleybox.net/hector-salerno-p18852,VEN,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=927&PlayerID=1605&ID=111
Osorio Recordá Gerard,29/03/1993,199cm,Opposite,3.64(306/84),0.3(25/84),0.14(12/84),0%(0/1),41%(269/655),https://volleybox.net/gerard-osorio-p3478,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=913&PlayerID=1320&ID=111
Knigge  Matthew,27/06/1996,202cm,Middle-blocker,3.52(310/88),0.17(15/88),0.72(63/88),N/A,65%(232/355),https://volleybox.net/matthew-knigge-p25501,USA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=926&PlayerID=6957&ID=111
De la Rosa Cañellas Antonio,N/A,N/A,N/A,3.47(288/83),0.18(15/83),0.14(12/83),100%(2/2),38%(261/685), ,N/A,N/A
Casais Blanco Martín,31/03/2005,193cm,Wing-spiker,3.38(88/26),0.08(2/26),0.12(3/26),70%(52/74),42%(83/198),https://volleybox.net/martin-casais-blanco-p91483,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=925&PlayerID=7251&ID=111
Fuentes Rascón Mauro Isaac,13/10/1997,191cm,Wing-spiker,3.24(227/70),0.23(16/70),0.26(18/70),62%(238/385),50%(193/384),https://volleybox.net/mauro-fuentes-rascon-p26462,MEX,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=913&PlayerID=9147&ID=111
Chourio González Anderson José,11/02/1986,198cm,Opposite,3.21(218/68),0.04(3/68),0.37(25/68),33%(2/6),41%(190/461),https://volleybox.net/anderson-chourio-gonzalez-p14265,VEN,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=927&PlayerID=6370&ID=111
Pantaleao Luiz Felipe,22/03/1998,195cm,Opposite,3.12(103/33),0.06(2/33),0.36(12/33),0%(0/1),41%(89/219),https://volleybox.net/luiz-felipe-pantaleao-p39481,BRA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=908&PlayerID=8924&ID=111
De Carvalho Cavalcante Gabriel,14/04/1999,N/A,Wing-spiker,2.89(107/37),0.24(9/37),0.19(7/37),53%(124/236),34%(91/270), ,BRA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=908&PlayerID=8926&ID=111
Méndez Jiménez Víctor,24/01/1997,198cm,Middle-blocker,2.78(247/89),0.07(6/89),0.81(72/89),44%(4/9),56%(169/303),https://volleybox.net/victor-mendez-p12161,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=909&PlayerID=5782&ID=111
Villalba Zamorano José,01/03/2000,195cm,Wing-spiker,2.76(293/106),0.16(17/106),0.26(28/106),64%(469/731),44%(248/563),https://volleybox.net/jose-villalba-zamorano-p22658,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=915&PlayerID=4968&ID=111
Fernández Martínez  Francisco José,10/03/1995,177cm,Wing-spiker,2.75(11/4),N/A,0.5(2/4),54%(14/26),41%(9/22),https://volleybox.net/francisco-jose-fernandez-p12764,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=907&PlayerID=937&ID=111
Alves Ramos Vitor,19/05/2002,194cm,Wing-spiker,2.74(189/69),0.13(9/69),0.12(8/69),52%(206/398),42%(172/408),https://volleybox.net/vitor-alves-ramos-p37543,BRA,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=923&PlayerID=8883&ID=111
Bouza Ferreiro Víctor,10/06/1990,187cm,Wing-spiker,2.73(216/79),0.18(14/79),0.11(9/79),67%(288/433),39%(193/498),https://volleybox.net/victor-bouza-ferreiro-p450,ESP,https://rfevb-web.dataproject.com/PlayerDetails.aspx?TeamID=923&PlayerID=1108&ID=111
